Timestamp,TemperatureMax,TemperatureMin,HumidityMax,HumidityMin,AirPressureMax,AirPressureMin
2023-01-10 13:00:00,33.3,26.3,86.0,81.0,1007.6,1005.4
2023-01-10 14:00:00,29.3,22.4,90.7,76.5,1013.4,1010.0
2023-01-10 15:00:00,30.7,24.8,80.6,67.4,1012.4,1008.4
2023-01-10 16:00:00,34.2,28.7,81.9,67.3,1013.8,1011.3
2023-01-10 17:00:00,30.9,25.4,81.6,73.0,1010.9,1006.2
2023-01-10 18:00:00,37.2,30.3,88.8,77.1,1009.4,1005.1
2023-01-10 19:00:00,30.8,23.2,83.6,77.0,1007.7,1005.5
2023-01-10 20:00:00,32.7,26.4,82.5,69.3,1010.8,1006.1
2023-01-10 21:00:00,34.8,29.3,88.9,82.3,1011.2,1008.0
2023-01-10 22:00:00,27.7,20.5,91.4,83.2,1008.9,1005.6
2023-01-10 23:00:00,26.7,19.2,85.0,75.1,1014.4,1010.0
2023-01-11 00:00:00,27.4,19.8,88.7,77.7,1011.4,1007.5
2023-01-11 01:00:00,35.8,29.0,81.5,70.9,1013.4,1010.1
2023-01-11 02:00:00,30.3,22.8,94.0,88.0,1011.2,1008.4
2023-01-11 03:00:00,39.7,34.6,85.1,75.8,1008.2,1004.6
2023-01-11 04:00:00,30.3,25.0,95.0,80.7,1012.4,1008.6
2023-01-11 05:00:00,32.6,27.3,94.7,81.0,1007.3,1003.4
2023-01-11 06:00:00,36.6,29.5,91.7,80.8,1011.0,1007.2
2023-01-11 07:00:00,38.0,32.8,80.3,69.6,1009.0,1005.2
2023-01-11 08:00:00,38.2,31.7,88.2,82.0,1006.5,1003.1
2023-01-11 09:00:00,35.6,29.2,81.3,74.3,1009.1,1005.4
2023-01-11 10:00:00,35.1,29.1,93.4,85.9,1008.1,1005.2
2023-01-11 11:00:00,33.8,26.2,91.8,82.0,1006.1,1003.6
2023-01-11 12:00:00,34.3,28.8,94.6,82.3,1013.2,1009.4
2023-01-11 13:00:00,30.3,24.3,89.1,79.5,1010.0,1007.8
2023-01-11 14:00:00,29.5,22.2,87.8,81.6,1008.5,1006.3
2023-01-11 15:00:00,32.0,26.9,87.8,78.4,1010.0,1007.3
2023-01-11 16:00:00,31.5,24.5,85.8,79.2,1012.5,1010.0
2023-01-11 17:00:00,30.6,23.2,87.0,74.5,1005.2,1002.1
2023-01-11 18:00:00,34.1,26.3,89.5,82.9,1010.5,1007.4
2023-01-11 19:00:00,34.9,27.2,94.0,84.2,1009.8,1007.4
2023-01-11 20:00:00,32.3,26.3,88.9,77.0,1013.9,1011.2
2023-01-11 21:00:00,36.4,29.7,92.9,85.6,1010.6,1008.5
2023-01-11 22:00:00,28.6,23.3,92.9,87.2,1006.4,1003.3
2023-01-11 23:00:00,31.4,25.6,87.8,77.1,1008.9,1004.5
2023-01-12 00:00:00,29.8,24.6,85.2,79.7,1011.2,1008.4
2023-01-12 01:00:00,26.4,20.5,89.6,78.7,1005.5,1001.5
2023-01-12 02:00:00,31.8,24.1,86.7,74.2,1013.8,1011.6
2023-01-12 03:00:00,31.6,25.6,81.2,72.9,1005.7,1003.6
2023-01-12 04:00:00,36.5,29.9,85.7,75.8,1005.3,1001.8
2023-01-12 05:00:00,33.9,27.6,94.9,80.6,1005.0,1001.6
2023-01-12 06:00:00,28.9,22.6,80.7,71.0,1011.8,1009.3
2023-01-12 07:00:00,37.6,29.7,90.5,75.5,1009.6,1006.7
2023-01-12 08:00:00,35.7,29.8,92.6,86.0,1006.0,1003.9
2023-01-12 09:00:00,33.7,26.9,89.7,77.6,1013.6,1009.2
2023-01-12 10:00:00,31.3,25.1,88.5,77.0,1007.0,1004.1
2023-01-12 11:00:00,29.1,23.9,90.6,76.9,1008.3,1005.6
2023-01-12 12:00:00,30.9,24.4,86.4,80.5,1006.8,1002.4
2023-01-12 13:00:00,35.3,27.8,81.4,73.6,1014.3,1012.1
2023-01-12 14:00:00,37.7,32.4,94.4,88.1,1012.6,1009.7
2023-01-12 15:00:00,36.6,31.4,86.5,72.2,1012.2,1009.5
2023-01-12 16:00:00,30.5,25.1,90.0,80.7,1005.4,1002.7
2023-01-12 17:00:00,28.6,21.3,88.0,73.9,1010.2,1008.2
2023-01-12 18:00:00,32.4,25.3,80.8,72.9,1010.8,1006.0
2023-01-12 19:00:00,26.7,20.0,94.3,88.0,1008.8,1004.2
2023-01-12 20:00:00,33.0,26.6,91.9,83.9,1008.2,1005.0
2023-01-12 21:00:00,31.6,23.9,82.2,71.3,1013.5,1010.2
2023-01-12 22:00:00,30.6,23.3,94.7,81.3,1005.2,1001.7
2023-01-12 23:00:00,27.2,19.8,91.1,82.2,1011.3,1007.8
2023-01-13 00:00:00,33.5,26.1,87.1,72.9,1008.9,1004.6
2023-01-13 01:00:00,30.4,23.5,89.2,81.7,1011.7,1008.2
2023-01-13 02:00:00,28.5,22.1,81.6,69.7,1007.0,1004.4
2023-01-13 03:00:00,23.4,15.8,88.4,76.0,1007.4,1005.0
2023-01-13 04:00:00,31.9,24.1,81.1,73.4,1010.9,1006.1
2023-01-13 05:00:00,37.3,32.2,88.2,82.9,1014.8,1012.7
2023-01-13 06:00:00,37.0,31.8,88.3,79.6,1014.7,1010.1
2023-01-13 07:00:00,30.6,22.8,93.1,87.7,1007.5,1003.4
2023-01-13 08:00:00,30.2,24.4,90.9,76.9,1006.0,1002.8
2023-01-13 09:00:00,33.4,25.8,83.7,69.2,1010.9,1008.3
2023-01-13 10:00:00,29.0,22.8,93.3,81.0,1009.2,1006.3
2023-01-13 11:00:00,32.9,27.5,88.6,76.3,1012.6,1009.0
2023-01-13 12:00:00,34.3,29.1,89.1,81.7,1010.3,1006.3
2023-01-13 13:00:00,35.7,30.2,82.5,76.8,1010.1,1006.0
2023-01-13 14:00:00,31.7,25.9,92.9,79.8,1011.5,1008.1
2023-01-13 15:00:00,31.4,24.9,94.0,83.4,1006.3,1003.1
2023-01-13 16:00:00,29.4,22.3,91.6,79.8,1011.8,1007.5
2023-01-13 17:00:00,29.5,21.6,94.1,81.3,1009.9,1005.1
2023-01-13 18:00:00,31.3,25.0,84.5,75.4,1013.2,1008.5
2023-01-13 19:00:00,33.1,26.5,92.9,86.5,1006.4,1002.7
2023-01-13 20:00:00,34.7,28.2,87.3,74.4,1008.0,1005.8
2023-01-13 21:00:00,29.6,23.0,82.5,72.9,1014.5,1012.3
2023-01-13 22:00:00,36.5,29.9,90.0,76.8,1010.5,1007.3
2023-01-13 23:00:00,31.2,26.2,90.3,80.9,1014.3,1010.1
2023-01-14 00:00:00,31.9,26.9,84.3,77.1,1011.9,1008.4
2023-01-14 01:00:00,29.8,24.5,80.4,73.7,1014.3,1010.4
2023-01-14 02:00:00,24.7,19.4,83.0,70.6,1008.2,1003.6
2023-01-14 03:00:00,34.7,27.5,86.0,75.2,1005.9,1003.8
2023-01-14 04:00:00,34.2,28.6,82.5,73.5,1013.0,1008.3
2023-01-14 05:00:00,31.2,23.5,82.9,73.0,1013.0,1010.1
2023-01-14 06:00:00,32.2,24.4,85.9,75.4,1011.2,1009.0
2023-01-14 07:00:00,33.5,25.6,94.4,87.0,1010.8,1006.3
2023-01-14 08:00:00,27.3,19.5,91.5,82.7,1014.1,1009.3
2023-01-14 09:00:00,30.4,24.6,84.8,76.9,1006.8,1002.5
2023-01-14 10:00:00,34.4,27.9,94.3,85.4,1011.2,1006.8
2023-01-14 11:00:00,28.2,22.7,89.7,79.7,1005.5,1000.9
2023-01-14 12:00:00,32.9,25.5,86.8,80.1,1006.4,1002.8
2023-01-14 13:00:00,27.9,20.3,87.0,78.1,1009.4,1005.3
2023-01-14 14:00:00,33.4,25.8,86.2,77.3,1013.2,1010.4
2023-01-14 15:00:00,31.9,25.6,83.5,75.6,1012.3,1009.6
2023-01-14 16:00:00,27.2,19.9,85.8,70.8,1014.7,1010.9
2023-01-14 17:00:00,35.5,30.2,87.9,82.2,1005.4,1001.2
2023-01-14 18:00:00,29.8,24.7,87.9,76.5,1008.8,1005.6
2023-01-14 19:00:00,29.6,22.3,91.4,84.7,1006.6,1003.4
2023-01-14 20:00:00,32.6,26.3,85.4,72.0,1005.4,1000.5
2023-01-14 21:00:00,35.4,27.5,90.8,76.6,1007.6,1004.1
2023-01-14 22:00:00,29.0,23.7,88.7,79.7,1007.4,1002.5
2023-01-14 23:00:00,32.2,24.6,94.4,81.2,1009.2,1004.6
2023-01-15 00:00:00,33.3,26.8,85.8,78.3,1006.4,1002.5
2023-01-15 01:00:00,34.1,26.6,93.5,87.1,1009.9,1007.9
2023-01-15 02:00:00,32.5,25.1,92.3,84.2,1014.2,1011.3
2023-01-15 03:00:00,30.9,23.2,89.6,81.1,1012.5,1009.2
2023-01-15 04:00:00,29.5,23.6,89.8,80.8,1013.4,1009.5
2023-01-15 05:00:00,32.3,24.4,81.3,72.5,1013.0,1009.9
2023-01-15 06:00:00,28.8,23.3,94.3,85.1,1008.9,1004.4
2023-01-15 07:00:00,23.2,18.0,81.6,69.5,1012.1,1008.1
2023-01-15 08:00:00,33.3,27.0,88.4,81.0,1012.5,1009.5
2023-01-15 09:00:00,34.7,27.2,85.0,79.8,1007.1,1002.7
2023-01-15 10:00:00,24.9,18.5,86.4,76.6,1013.6,1010.7
2023-01-15 11:00:00,29.0,21.5,89.2,79.7,1009.6,1007.4
2023-01-15 12:00:00,33.9,26.7,93.6,88.0,1005.2,1002.6
2023-01-15 13:00:00,38.2,32.5,86.9,80.5,1011.4,1009.4
2023-01-15 14:00:00,32.1,24.2,94.8,84.7,1011.8,1007.3
2023-01-15 15:00:00,29.8,24.6,88.9,81.5,1010.5,1006.6
2023-01-15 16:00:00,31.5,23.8,82.4,68.6,1007.1,1003.4
2023-01-15 17:00:00,36.1,30.2,82.9,76.1,1009.8,1005.8
2023-01-15 18:00:00,30.1,23.6,90.7,85.5,1009.0,1005.0
2023-01-15 19:00:00,29.6,23.3,80.8,71.3,1014.7,1011.1
2023-01-15 20:00:00,30.6,25.0,87.2,72.3,1013.2,1008.7
2023-01-15 21:00:00,29.1,23.1,82.2,70.9,1012.6,1009.3
2023-01-15 22:00:00,32.4,26.8,86.5,78.0,1006.8,1002.4
2023-01-15 23:00:00,36.9,31.3,91.2,86.1,1008.3,1004.0
2023-01-16 00:00:00,33.0,27.4,86.9,77.0,1008.8,1006.2
2023-01-16 01:00:00,31.2,24.8,82.5,75.4,1009.9,1006.6
2023-01-16 02:00:00,31.1,23.7,83.8,72.3,1005.3,1000.8
2023-01-16 03:00:00,27.3,20.6,85.5,74.7,1010.9,1006.4
2023-01-16 04:00:00,34.6,27.0,81.0,73.4,1008.6,1006.5
2023-01-16 05:00:00,31.8,24.9,88.8,83.1,1010.6,1007.9
2023-01-16 06:00:00,31.5,24.4,89.1,76.6,1005.1,1001.8
2023-01-16 07:00:00,41.6,34.6,80.9,70.1,1008.2,1006.1
2023-01-16 08:00:00,32.9,26.5,86.0,72.6,1012.7,1009.9
2023-01-16 09:00:00,29.7,22.7,86.2,78.6,1010.0,1007.2
2023-01-16 10:00:00,30.7,25.5,85.0,73.5,1012.9,1010.2
2023-01-16 11:00:00,35.4,27.9,88.4,82.2,1012.0,1008.8
2023-01-16 12:00:00,32.3,25.0,85.2,77.3,1013.5,1009.1
2023-01-16 13:00:00,27.7,21.9,86.2,74.7,1005.1,1002.3
2023-01-16 14:00:00,34.8,27.5,92.0,78.7,1007.6,1003.9
2023-01-16 15:00:00,30.0,25.0,82.4,74.2,1010.5,1006.8
2023-01-16 16:00:00,37.6,32.0,89.3,76.3,1014.4,1010.0
2023-01-16 17:00:00,35.2,30.0,87.6,75.8,1011.8,1008.6
2023-01-16 18:00:00,30.7,23.3,84.6,76.1,1009.6,1006.9
2023-01-16 19:00:00,35.8,28.6,90.9,77.1,1006.3,1001.6
2023-01-16 20:00:00,32.2,24.8,88.3,78.2,1009.9,1005.4
2023-01-16 21:00:00,34.6,29.5,87.2,75.7,1009.4,1005.5
2023-01-16 22:00:00,33.5,27.0,90.0,80.1,1012.8,1010.5
2023-01-16 23:00:00,29.5,22.3,92.0,82.5,1009.1,1007.1
2023-01-17 00:00:00,30.1,24.6,94.6,81.1,1008.2,1005.6
2023-01-17 01:00:00,35.1,28.1,89.4,81.5,1005.9,1003.3
2023-01-17 02:00:00,31.0,25.7,93.1,87.8,1005.5,1003.1
2023-01-17 03:00:00,30.8,25.2,80.0,66.2,1009.4,1006.6
2023-01-17 04:00:00,29.1,22.7,88.0,74.7,1008.5,1005.5
2023-01-17 05:00:00,33.3,26.3,83.2,74.6,1010.6,1006.3
2023-01-17 06:00:00,38.2,32.7,81.4,74.6,1012.1,1008.0
2023-01-17 07:00:00,28.8,23.2,88.0,76.2,1005.4,1003.1
2023-01-17 08:00:00,32.1,26.5,91.2,85.4,1010.0,1005.0
2023-01-17 09:00:00,36.2,30.5,86.2,76.9,1013.6,1009.4
2023-01-17 10:00:00,31.8,26.1,90.1,84.2,1009.6,1007.1
2023-01-17 11:00:00,33.4,27.2,87.3,76.4,1010.2,1007.8
2023-01-17 12:00:00,28.8,21.9,86.6,81.3,1009.9,1007.6
2023-01-17 13:00:00,33.3,27.0,84.4,73.1,1008.9,1004.7
2023-01-17 14:00:00,31.4,24.1,85.7,74.0,1006.1,1003.4
2023-01-17 15:00:00,35.0,27.8,85.2,75.4,1006.3,1004.0
2023-01-17 16:00:00,35.6,30.2,89.7,82.9,1006.8,1003.5
2023-01-17 17:00:00,39.8,34.6,81.7,75.7,1012.9,1008.8
2023-01-17 18:00:00,33.7,26.1,81.4,73.3,1007.8,1004.8
2023-01-17 19:00:00,33.0,27.7,89.9,80.2,1014.5,1011.0
2023-01-17 20:00:00,32.6,27.1,88.2,76.8,1013.1,1010.5
2023-01-17 21:00:00,30.9,25.9,86.5,81.4,1011.8,1008.6
2023-01-17 22:00:00,33.0,26.1,82.3,70.2,1012.2,1009.1
2023-01-17 23:00:00,31.1,24.4,86.2,74.0,1005.5,1002.2
2023-01-18 00:00:00,32.5,24.5,91.8,82.4,1010.7,1007.3
2023-01-18 01:00:00,36.0,28.3,93.3,84.9,1014.4,1012.1
2023-01-18 02:00:00,29.0,22.7,90.5,77.1,1005.4,1003.1
2023-01-18 03:00:00,35.4,29.3,80.9,68.1,1007.9,1005.1
2023-01-18 04:00:00,36.0,30.1,90.1,75.2,1005.5,1003.2
2023-01-18 05:00:00,31.6,26.2,83.6,74.9,1010.7,1007.9
2023-01-18 06:00:00,25.6,20.2,84.7,70.7,1006.2,1004.1
2023-01-18 07:00:00,30.2,24.8,82.9,77.1,1009.8,1006.7
2023-01-18 08:00:00,35.9,30.5,91.6,82.5,1012.2,1009.6
2023-01-18 09:00:00,31.9,26.2,89.7,80.1,1006.6,1002.0
2023-01-18 10:00:00,29.0,23.1,89.2,79.8,1012.6,1008.0
2023-01-18 11:00:00,30.5,22.6,90.0,78.8,1005.6,1002.7
2023-01-18 12:00:00,34.5,27.8,83.6,76.8,1006.5,1003.1
2023-01-18 13:00:00,33.6,25.7,86.7,73.0,1007.8,1002.9
2023-01-18 14:00:00,31.3,25.2,89.5,79.0,1013.0,1009.4
2023-01-18 15:00:00,30.9,24.5,89.5,75.5,1013.5,1009.0
2023-01-18 16:00:00,30.8,24.9,91.9,86.9,1007.2,1002.7
2023-01-18 17:00:00,29.2,23.7,84.3,73.0,1006.0,1001.1
2023-01-18 18:00:00,36.8,31.4,91.6,82.4,1013.5,1010.6
2023-01-18 19:00:00,31.0,23.2,86.6,76.6,1011.5,1009.4
2023-01-18 20:00:00,35.7,27.7,90.1,77.6,1006.6,1004.3
2023-01-18 21:00:00,36.6,31.4,86.8,79.6,1010.6,1006.9
2023-01-18 22:00:00,35.0,29.5,94.2,87.2,1013.7,1010.1
2023-01-18 23:00:00,30.7,24.4,82.7,70.7,1005.7,1002.8
2023-01-19 00:00:00,33.2,27.7,90.1,79.9,1005.8,1003.1
2023-01-19 01:00:00,31.9,25.8,88.6,81.3,1007.7,1003.6
2023-01-19 02:00:00,29.3,23.9,82.6,72.8,1011.5,1008.5
2023-01-19 03:00:00,33.0,26.6,81.0,71.4,1006.8,1003.0
2023-01-19 04:00:00,28.5,22.6,92.0,80.1,1013.2,1009.0
2023-01-19 05:00:00,35.6,29.5,82.4,77.3,1012.5,1009.2
2023-01-19 06:00:00,30.6,25.3,82.8,71.9,1010.6,1008.0
2023-01-19 07:00:00,32.6,26.3,94.7,83.6,1006.2,1001.6
2023-01-19 08:00:00,32.8,24.9,90.8,78.3,1014.9,1012.6
2023-01-19 09:00:00,31.2,25.2,83.8,69.9,1009.9,1005.4
2023-01-19 10:00:00,33.8,26.1,88.9,79.5,1009.5,1005.0
2023-01-19 11:00:00,30.6,23.0,88.0,79.6,1015.0,1011.2
2023-01-19 12:00:00,34.6,26.8,92.7,86.6,1013.6,1009.8
2023-01-19 13:00:00,28.0,20.6,90.9,82.6,1009.6,1006.5
2023-01-19 14:00:00,32.4,25.4,92.5,86.8,1009.2,1004.7
2023-01-19 15:00:00,37.8,30.2,83.2,70.1,1006.0,1003.2
2023-01-19 16:00:00,29.0,23.8,89.6,76.5,1014.3,1010.6
2023-01-19 17:00:00,30.0,23.6,80.6,71.4,1013.4,1011.4
2023-01-19 18:00:00,33.5,25.6,81.0,73.4,1008.1,1003.3
2023-01-19 19:00:00,32.5,25.2,90.7,84.5,1012.5,1007.7
2023-01-19 20:00:00,33.1,25.2,80.4,66.9,1012.6,1008.5
2023-01-19 21:00:00,33.5,26.1,88.7,74.9,1007.3,1004.0
2023-01-19 22:00:00,33.9,26.3,92.6,84.9,1011.1,1008.6
2023-01-19 23:00:00,35.3,28.2,85.7,74.5,1007.6,1004.1
2023-01-20 00:00:00,33.2,25.9,80.7,73.1,1012.9,1008.5
2023-01-20 01:00:00,31.3,24.7,90.7,83.5,1006.5,1002.7
2023-01-20 02:00:00,34.0,26.2,93.9,88.7,1011.7,1008.1
2023-01-20 03:00:00,37.7,30.2,90.8,80.0,1008.3,1003.7
2023-01-20 04:00:00,31.6,24.1,88.7,82.2,1005.4,1002.4
2023-01-20 05:00:00,29.1,22.1,83.5,78.3,1006.2,1001.7
2023-01-20 06:00:00,35.3,29.4,80.2,74.2,1011.5,1008.2
2023-01-20 07:00:00,31.6,26.5,90.4,82.3,1007.4,1005.4
2023-01-20 08:00:00,25.5,17.7,83.5,71.8,1011.3,1007.1
2023-01-20 09:00:00,34.5,27.8,92.9,85.8,1009.1,1004.5
2023-01-20 10:00:00,30.4,24.5,87.0,73.1,1011.9,1008.5
2023-01-20 11:00:00,31.7,26.3,88.0,80.1,1009.9,1006.6
2023-01-20 12:00:00,33.0,25.5,91.3,83.0,1008.1,1003.7
2023-01-20 13:00:00,32.6,25.1,91.7,84.5,1006.5,1001.8
2023-01-20 14:00:00,34.1,26.7,89.6,82.1,1008.4,1003.5
2023-01-20 15:00:00,30.7,23.8,94.1,88.3,1011.3,1008.3
2023-01-20 16:00:00,33.5,27.4,94.7,86.8,1012.4,1008.6
2023-01-20 17:00:00,31.2,25.3,94.2,80.6,1006.6,1002.1
2023-01-20 18:00:00,34.2,29.2,92.4,80.5,1011.6,1008.0
2023-01-20 19:00:00,33.8,26.3,90.6,76.8,1006.8,1003.4
2023-01-20 20:00:00,29.2,23.9,89.9,83.9,1007.2,1003.5
2023-01-20 21:00:00,35.3,28.4,81.6,72.0,1010.3,1007.2
2023-01-20 22:00:00,30.4,23.9,84.1,76.8,1007.9,1005.3
2023-01-20 23:00:00,34.4,27.8,80.1,67.9,1011.6,1009.4
2023-01-21 00:00:00,33.1,25.3,82.1,67.4,1014.6,1010.7
2023-01-21 01:00:00,37.5,32.4,86.6,73.4,1006.5,1003.4
2023-01-21 02:00:00,31.3,24.0,82.2,76.8,1010.7,1006.1
2023-01-21 03:00:00,31.0,25.8,93.5,85.4,1014.2,1011.6
2023-01-21 04:00:00,31.9,26.8,92.1,86.8,1006.8,1003.8
2023-01-21 05:00:00,31.1,24.8,81.1,75.7,1008.7,1003.8
2023-01-21 06:00:00,34.4,29.2,83.7,77.9,1006.2,1002.6
2023-01-21 07:00:00,27.2,19.8,92.3,84.5,1011.4,1008.4
2023-01-21 08:00:00,28.8,22.3,92.0,84.0,1011.7,1007.1
2023-01-21 09:00:00,28.8,23.7,94.2,85.2,1011.6,1007.4
2023-01-21 10:00:00,34.9,29.7,95.0,85.9,1010.4,1006.7
2023-01-21 11:00:00,37.1,30.3,94.6,81.9,1012.5,1007.8
2023-01-21 12:00:00,31.7,24.3,86.2,79.7,1005.4,1003.1
2023-01-21 13:00:00,31.5,25.2,83.8,77.2,1014.6,1011.4
2023-01-21 14:00:00,32.2,25.5,91.4,80.1,1007.2,1002.8
2023-01-21 15:00:00,35.5,28.1,84.5,73.8,1006.2,1003.1
2023-01-21 16:00:00,29.2,22.4,92.1,85.6,1014.4,1009.6
2023-01-21 17:00:00,32.7,27.0,88.0,74.5,1013.3,1010.8
2023-01-21 18:00:00,34.9,28.1,91.9,83.6,1012.6,1009.6
2023-01-21 19:00:00,33.5,26.6,84.1,75.5,1006.0,1002.8
2023-01-21 20:00:00,32.6,25.4,87.6,78.4,1013.1,1009.0
2023-01-21 21:00:00,35.0,28.1,88.5,80.2,1011.1,1008.5
2023-01-21 22:00:00,23.9,16.0,94.1,83.6,1012.3,1010.3
2023-01-21 23:00:00,34.0,28.4,84.0,75.1,1014.8,1009.9
2023-01-22 00:00:00,30.0,22.2,94.1,86.5,1006.9,1002.2
2023-01-22 01:00:00,26.5,19.9,92.1,78.0,1010.0,1007.1
2023-01-22 02:00:00,33.5,26.5,91.0,82.9,1012.5,1009.1
2023-01-22 03:00:00,36.1,30.8,91.8,79.8,1009.3,1005.9
2023-01-22 04:00:00,31.6,25.4,89.1,80.6,1005.5,1000.9
2023-01-22 05:00:00,34.9,27.6,83.7,74.3,1006.1,1002.3
2023-01-22 06:00:00,36.8,29.7,82.8,75.5,1011.0,1006.5
2023-01-22 07:00:00,35.9,30.8,93.0,80.5,1007.9,1003.1
2023-01-22 08:00:00,36.9,30.3,90.9,78.5,1006.4,1002.7
2023-01-22 09:00:00,34.2,29.0,83.2,78.0,1008.4,1005.5
2023-01-22 10:00:00,32.2,24.2,89.2,83.6,1007.0,1003.5
2023-01-22 11:00:00,27.2,19.5,86.7,72.5,1005.2,1000.7
2023-01-22 12:00:00,31.3,26.2,82.4,68.5,1006.5,1002.8
2023-01-22 13:00:00,29.5,21.9,88.0,77.9,1013.8,1009.1
2023-01-22 14:00:00,38.5,30.8,84.2,74.3,1005.1,1000.4
2023-01-22 15:00:00,31.5,25.4,81.4,68.3,1012.7,1009.6
2023-01-22 16:00:00,32.4,25.2,87.0,80.6,1012.5,1009.2
2023-01-22 17:00:00,33.7,27.3,88.9,77.3,1010.6,1006.6
2023-01-22 18:00:00,32.1,25.2,80.7,70.9,1007.1,1004.8
2023-01-22 19:00:00,37.1,31.1,86.0,73.6,1013.8,1010.4
2023-01-22 20:00:00,30.1,24.2,83.9,78.6,1009.8,1007.3
2023-01-22 21:00:00,32.6,26.3,80.5,69.5,1006.7,1002.2
2023-01-22 22:00:00,29.8,24.3,81.9,71.3,1009.3,1004.5
2023-01-22 23:00:00,28.0,20.5,82.1,68.7,1006.9,1004.5
2023-01-23 00:00:00,30.2,24.1,82.7,71.0,1008.8,1004.8
2023-01-23 01:00:00,31.9,25.7,92.1,78.2,1010.0,1006.1
2023-01-23 02:00:00,30.7,23.0,86.6,72.7,1008.6,1004.3
2023-01-23 03:00:00,29.9,23.4,82.2,73.1,1011.6,1007.5
2023-01-23 04:00:00,27.8,21.1,81.5,75.1,1014.4,1011.7
2023-01-23 05:00:00,31.8,23.9,84.5,73.2,1008.5,1005.6
2023-01-23 06:00:00,27.5,19.8,92.0,78.2,1008.6,1006.1
2023-01-23 07:00:00,34.3,28.8,85.5,79.7,1012.4,1007.6
2023-01-23 08:00:00,32.2,25.8,82.4,71.8,1010.3,1006.7
2023-01-23 09:00:00,27.6,19.7,86.1,79.9,1009.3,1004.4
2023-01-23 10:00:00,31.1,25.0,88.3,83.1,1013.1,1009.8
2023-01-23 11:00:00,29.7,23.6,80.4,68.6,1013.9,1010.3
2023-01-23 12:00:00,33.0,27.4,89.4,77.6,1010.9,1006.5
2023-01-23 13:00:00,36.0,30.7,85.9,74.9,1006.9,1002.5
2023-01-23 14:00:00,26.4,19.2,80.1,66.6,1009.7,1007.0
2023-01-23 15:00:00,32.3,25.0,90.1,84.3,1010.0,1007.2
2023-01-23 16:00:00,31.5,23.6,90.7,84.6,1009.3,1007.0
2023-01-23 17:00:00,34.0,26.7,89.4,75.8,1007.6,1003.2
2023-01-23 18:00:00,32.6,26.9,85.1,75.1,1009.7,1005.3
2023-01-23 19:00:00,29.7,24.6,87.9,80.2,1009.5,1007.2
2023-01-23 20:00:00,31.0,23.1,85.8,73.4,1007.1,1004.3
2023-01-23 21:00:00,29.6,23.6,90.5,76.6,1014.0,1010.7
2023-01-23 22:00:00,35.2,29.3,88.8,76.9,1013.9,1010.2
2023-01-23 23:00:00,32.1,24.3,81.2,68.3,1012.6,1009.0
2023-01-24 00:00:00,37.7,30.9,89.6,81.8,1009.0,1004.1
2023-01-24 01:00:00,31.8,26.2,90.3,82.4,1008.7,1004.4
2023-01-24 02:00:00,29.9,22.2,85.6,71.9,1012.2,1009.8
2023-01-24 03:00:00,27.5,19.5,93.1,82.0,1011.1,1008.2
2023-01-24 04:00:00,26.6,21.3,92.6,85.3,1011.0,1008.0
2023-01-24 05:00:00,27.2,19.7,82.6,72.4,1006.2,1003.3
2023-01-24 06:00:00,32.8,26.6,93.6,81.7,1011.2,1006.8
2023-01-24 07:00:00,33.5,27.0,86.6,79.4,1014.0,1010.9
2023-01-24 08:00:00,27.3,19.5,90.9,79.3,1005.9,1002.4
2023-01-24 09:00:00,34.7,26.8,92.2,86.8,1008.4,1004.8
2023-01-24 10:00:00,30.6,24.8,87.6,79.5,1010.1,1007.3
2023-01-24 11:00:00,32.4,26.8,86.0,74.2,1011.9,1008.9
2023-01-24 12:00:00,36.8,31.6,93.7,87.2,1005.9,1001.6
2023-01-24 13:00:00,34.7,28.0,83.5,76.2,1013.7,1009.1
2023-01-24 14:00:00,31.2,26.2,83.9,70.1,1005.4,1003.3
2023-01-24 15:00:00,29.3,23.1,85.4,73.7,1013.6,1009.8
2023-01-24 16:00:00,25.5,20.3,92.9,82.9,1005.3,1001.4
2023-01-24 17:00:00,29.8,23.6,94.1,87.0,1006.5,1002.3
2023-01-24 18:00:00,31.4,26.2,83.3,74.9,1013.0,1008.9
2023-01-24 19:00:00,29.0,21.5,93.0,82.2,1013.6,1009.0
2023-01-24 20:00:00,31.6,26.0,83.9,77.3,1014.8,1012.6
2023-01-24 21:00:00,32.2,26.2,94.6,84.7,1006.2,1003.0
2023-01-24 22:00:00,31.3,23.7,89.0,79.9,1010.3,1005.9
2023-01-24 23:00:00,30.0,22.8,80.1,70.3,1005.8,1001.2
2023-01-25 00:00:00,32.5,26.8,80.5,74.5,1006.6,1003.8
2023-01-25 01:00:00,33.3,28.1,82.2,76.1,1006.7,1003.0
2023-01-25 02:00:00,28.7,21.6,82.8,68.2,1005.6,1003.1
2023-01-25 03:00:00,36.2,30.1,91.5,76.7,1013.9,1009.4
2023-01-25 04:00:00,31.7,24.4,83.3,74.1,1006.3,1002.1
2023-01-25 05:00:00,32.1,25.7,94.5,81.6,1011.3,1008.6
2023-01-25 06:00:00,34.1,28.1,89.5,78.0,1011.3,1007.4
2023-01-25 07:00:00,32.7,26.3,90.4,84.2,1007.0,1003.5
2023-01-25 08:00:00,34.9,27.6,83.3,75.3,1015.0,1012.2
2023-01-25 09:00:00,32.9,25.2,93.4,85.3,1008.5,1003.8
